"group src","heading","web","web 2","list-group-item-text","sector_block","sector_block 2","sector_block 3","sector_block 4","sector_block 5","sector_block 6","sector_block 7","sector_block 8","sector_block 9","sector_block 10","sector_block_outer","sector_block_outer href","btn href","group src 2"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15432/thumb_2011_15432_15258_2339.png","Abbott","Stand No- 16D-50, Hall 16","United States of America","The key to recovery is often a fast, accurate diagnosis, perhaps today more than ever. There have been many new demands placed on laboratories, but there are also new opportunities to help solve some of healthcare’s toughest cha ...","HealthTech","Consumer Tech, Smart Home & Smart Workplace","Coding and Development","Cloud Services","Big Data & Analytics","Applications","Artificial Intelligence","Business Intelligence","Cloud Solutions","Dashboard","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/abbott","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/abbott","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/WFHA_Logo_1.jpg"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15436/thumb_2011_15436_15262_2714.png","AccelCity","Stand No- 9D-24, Hall 9","Morocco","Accelcity is a Moroccan innovation company works towards enhancing #SmartCities exactly in parking systems groundbreaking solutions that
leverage advanced technologies such as IoT, data analytics, and machine learning. We help you ...","Sustainability & Green Climate - Tech","Software Services","Smart Cities","Internet of Things (IOT)","Future Mobility & Transportation","Connected Mobility Solutions","Mobility As A Service - Maas","Payments & Ticketing","Bus Technology","Data, IoT, Ai,  RFID, Embedded Systems","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/accelcity","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/accelcity","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14548/2011_14548_14391_1749.png","Accura Scan","Stand No- 8M-06, Hall 8","India","Accura Scan’s ID Verification Suite is a cutting-edge solution that simplifies digital kyc and user onboarding using AI-based authentication. It offers a fast and secure method for enlisting clients while ensuring high accuracy  ...","Digital Finance","Cloud Services","Blockchain","Big Data & Analytics","Artificial Intelligence","Data Extraction","Facial / Iris Recognition","Machine Learning","Optical character recognition (OCR)","Artificial Intelligence","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/accura-scan","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/accura-scan","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14695/thumb_2011_14695_14535_2797.png","ACE Marketing Inc (Shanghai)","Stand No- 4E-4, Hall 4","Taiwan Province of China","With more than 30 years of experience in international fairs, ACE not only provides creative and engaging custom-designed exhibition stands, we also offer customers dependable and outstanding service and total solutions to promote ...","5G & Telecommunications","Communication Equipment","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/ace-marketing-inc-shanghai","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14299/thumb_2011_14299_14142_9810.png","Acer","Stand No- Sponsor, Sponsor","United Arab Emirates","Founded in 1976, Acer is one of the world's top ICT companies with a presence in more than 160 countries. As Acer evolves with the industry and changing lifestyles, it is focused on enabling a world where hardware, software and se ...","Gaming","Future Mobility & Transportation","Energy Tech","Education Tech","Consumer Tech, Smart Home & Smart Workplace","Tablets / Laptops","5G & Connectivity","Gaming Equipment","Headphones","Communication Equipment","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/acer","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/acer","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14101/thumb_2011_14101_13944_1127.png","ACLS","Stand No- 3E-14, Hall 3","Morocco","ACLS, is an IT company specialized in professional Learning and Consulting. We are accredited to deliver official training of the biggest vendors in the market such as Cisco, Fortinet, VMware, Huawei, Kaspersky, CompTIA, CertNexus ...","Networking & Infrastructure","Data Centres","Cyber security","Cloud Services","Artificial Intelligence","Data Extraction","Machine Learning","Neural Networks","Consultancy","Cybersecurity","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/acls","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/acls","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15633/2011_15633_15459_2432.png","ADAFRI","Stand No- 8B-14, Hall 8","Senegal","Adafri is automated to various advertising inventories in Africa. 
Advertising becomes less technical and more accessible on this platform","","","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/adafri","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15417/thumb_2011_15417_15243_7970.png","ADD","Stand No- 15B-60, Hall 15","Morocco","Digital Development Agency - Morocco","HealthTech","Government","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/add","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15806/thumb_2011_15806_15632_9341.png","AdNotes","Stand No- 10D-10, Hall 10","South Africa","AdNotes is fully licensed by the Independent Communications Authority of South Africa (ICASA) and certified by the Film and Publication Board (FPB) to operate and provide Internet services in South Africa. We are members of the In ...","5G & Telecommunications","Billing / OSS / BSS","Broadband Services","Cabling","Communication Equipment","Converged / Unified Communications","Fixed Line Telecommunications","Geospatial Solutions & Services","Service Providers","Telecommunication Integration & Equipment Services","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/adnotes","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/adnotes","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15119/thumb_2011_15119_14949_2800.png","Adot","Stand No- 17B-83, Hall 17","Ethiopia","Adot serves as a digital companion, providing pregnant women with access to healthcare information, tips, and tools to monitor their health and the health of their unborn child. Our platform connects mothers with health profession ...","HealthTech","Artificial Intelligence","Chatbots / Virtual Assistant","Community Health Services","Healthcare IT","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/adot","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/WFHA_Logo_1.jpg"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14193/thumb_2011_14193_14036_3935.png","Adria Business & Technology","Stand No- 19C-60, Hall 19","Morocco","In more than 22 countries across the globe, Adria Business & Technology stands out as a leading partner in your digital transformation journey. With deep-rooted expertise in the banking sector, including software publishing and in ...","","","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/adria-business--technology","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15035/thumb_2011_15035_14866_3870.png","ADVALIO","Stand No- 5D-50, Hall 5","Morocco","# Telecom/IT company that provides engineering services & tools since 2015. Several local & abroad customers with ~50% of abroad turnover.
# We act in 3 sectors: Telecom [operators, regulators, equipment suppliers], Vertical [indu ...","","","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/advalio","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15205/thumb_2011_15205_15035_1896.png","Advanced Communications and Electronics Systems Co","Stand No- 4C-35, Hall 4","Saudi Arabia","Established in 1994 and based in Riyadh, ACES is a top International Neutral Wholesale Telecommunications Operator. Licensed by the CST in Saudi Arabia and India's Ministry of Communications, it offers telecom infrastructure to li ...","5G & Telecommunications","Cabling","Communication Equipment","Data Centres","Fixed Line Telecommunications","Mobile Telecommunications & 5G","Service Providers","Telecommunication Integration & Equipment Services","Wireless","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/advanced-communications-and-electronics-systems-co","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15339/2011_15339_15165_8191.png","Advnv","Stand No- 9B-25, Hall 9","France","Economic woes hit everyone. Commuters battle rising costs of daily travels, while companies grapple with the high cost of traditional ad channels and digital channels saturation
This creates a double side effect vicious cycle: exp ...","Creative Economy","Software Services","Media, Marketing & Advertising Tech","Gaming","Artificial Intelligence","Chatbots / Virtual Assistant","Advertising","Marketing / Advertising","Ad Trading","AdTech","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/advnv","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/advnv","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15259/thumb_2011_15259_15087_2076.png","AFRIC'TRUST","Stand No- 19C-55, Hall 19","Morocco","Launched in 2022, AfricTrust is the only national accredited private operator offering the most comprehensive range of digital trust services.

Your productivity and profitability are ensured with our products and services, which  ...","Cyber security","Authentication User, Biometric Authentication and PKI","Cryptography","Legal, Regulations, Investigations & Compliance","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/africtrust","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14391/thumb_2011_14391_14234_2358.png","AFRICA SMART HEALTH","Stand No- 17B-76, Hall 17","Morocco","ASH: Patients store their medical files, seamlessly shared with doctors pre-appointment, while practitioners manage consultations efficiently in ASH.","Media, Marketing & Advertising Tech","Internet of Things (IOT)","HealthTech","Retail Tech","Incubator/Accelerator/Investment","Dealers and Distributors Healthcare","Government","Healthcare Consultancy Service","Healthcare Investor","Healthcare IT","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/africa-smart-health","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/africa-smart-health","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/WFHA_Logo_1.jpg"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15025/thumb_2011_15025_14856_4381.png","Africa to Silicon Valley (A2SV)","Stand No- 21A-9, Hall 21","United States of America","A2SV (Africa to Silicon Valley) is a non-profit tech academy and incubator that provides exceptional tech education and support to top university students across Africa. Founded with the vision of transforming Africa into a global ...","Incubator/Accelerator/Investment","HealthTech","Education Tech","Coding and Development","Artificial Intelligence","Chatbots / Virtual Assistant","Content Creation","Machine Learning","Neural Networks","Artificial Intelligence","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/africa-to-silicon-valley-a2sv","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/africa-to-silicon-valley-a2sv","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15197/thumb_2011_15197_15027_1786.png","Africa Vision","Stand No- 8C-01, Hall 8","Egypt","Africa vision primary focus is to increase the volume of the trade within the African content capitalizing on the potential of (AFCFTA) agreement. our vision can make the difference between generating A few international sales and ...","","","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/africa-vision","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15115/2011_15115_14946_3319.png","Africalink","Stand No- 21B-17, 21B-18, Hall 21","France","Africalink is a community of entrepreneurs, businesses and economic players acting together for their businesses expansion and towards supporting an « Africa-Europe » economic co-development strategy.

Over 220 members, ambassad ...","","","","","","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/africalink","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14434/thumb_2011_14434_14277_3994.png","AFRICAN MARKET ENTRY CONSULTING LIMITED","Stand No- 8D-02, Hall 8","Nigeria","African Market Entry Consulting Ltd (Company Formation NG) is one of the most trusted comprehensive company formation agencies out of Nigeria. With more than 10,000 clients engagements from local and foreign clients, the firm won  ...","Incubator/Accelerator/Investment","HealthTech","Gaming","Ecommerce","5G & Telecommunications","Broadband Services","Service Providers","Telecoms & Mobility","Mobile Gaming","Healthcare IT","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/african-market-entry-consulting-limited","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/african-market-entry-consulting-limited","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15491/thumb_2011_15491_15317_9495.png","African Population and Health Research Center","Stand No- 17A-12, Hall 17","Kenya","The African Population and Health Research Center (APHRC) is a premier research-to-policy institution, generating evidence, strengthening research and related capacity in the African Research and Development (R&D) ecosystem, and e ...","Big Data & Analytics","Artificial Intelligence","Data Extraction","Data Analytics","Data Science","","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/african-population-and-health-research-center","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/WFHA_Logo_1.jpg"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15481/2011_15481_15307_9336.png","AFRIHEALTH SOLUTIONS","Stand No- 21H-24, Hall 21","Morocco","AFRIHEALTH SOLUTIONS provides and develops hospital information systems and software for hospitals. These systems are designed to facilitate the management of all medical and administrative information within a hospital and are cu ...","HealthTech","Community Health Services","Government","Healthcare Consultancy Service","Healthcare Investor","Healthcare IT","Laboratory Facilities","Laboratory Technology","Medical Education Institute","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/afrihealth-solutions","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15076/thumb_2011_15076_14907_4229.png","Afrikan Coders","Stand No- 9K-14, Hall 9","Cape Verde","Afrikan Coders is a Cape Verdean company that training, recruits and provides qualified African human capital in the areas of Information and Communication Technologies (ICT) for remote work in global marketing.
#AI #Inovation #De ...","Software Services","Cyber security","Blockchain","Big Data & Analytics","Artificial Intelligence","Machine Learning","Natural Language Processing (NLP)","Pattern Recognition","Predictive APIs","Artificial Intelligence","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/afrikan-coders","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/afrikan-coders","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/14455/thumb_2011_14455_14298_9202.png","AFRIMOBILITY","Stand No- 8P-20 to 8P-33, Hall 8","Morocco","Afrimobility is Akwa Group's Venture Capital fund and is specialized in financing and scaling-up innovative startups, operating in the following verticals:

• Mobility and Smart Cities
• HealthTech
• FinTech
• GreenTech
� ...","Digital Finance","HealthTech","Future Mobility & Transportation","Artificial Intelligence","AgriTech & FoodTech","Biotechnology","Predictive APIs","Artificial Intelligence","Chargers - EV Quick Chargers","Healthcare IT","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/afrimobility","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/afrimobility","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15120/thumb_2011_15120_14950_9837.png","AfroChat","Stand No- 21B-23, Hall 21","Ethiopia","AfroChat is a platform designed to address individual and organizational challenges in AI adoption. AfroChat improves AI knowledge and accessibility across Africa by using state-of-the-art Generative AI models in a simple user-fri ...","Coding and Development","Big Data & Analytics","Artificial Intelligence","Artificial Intelligence","Speech Recognition","Real time translation","Optical character recognition (OCR)","Natural Language Processing (NLP)","Natural Language Generation (NLG)","Machine Learning","Read More","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/afrochat","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/afrochat","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
"https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/exb_doc/2011/15268/2011_15268_15096_1985.png","Aftermarket","Stand No- 8D-13, Hall 8","Cote d'Ivoire (Ivory Coast)","Aftermarket aims to transform the agricultural landscape of Côte d'Ivoire. By bridging the gap between producers and buyers, Aftermarket addresses the inefficiencies and challenges prevalent in the traditional supply chain, strea ...","AgriTech & FoodTech","Agricultural Marketplaces","Agriculture 4.0 (Crop Production and Livestock)","Climate-Smart Agriculture","Controlled environment systems","New Food Systems","","","","","","","https://exhibitors-dwtc.exhibitoronlinemanual.com/gitex-africa-2024/Exhibitor/ExbDetails/aftermarket","https://exhibitor-manual-004.s3.ap-south-1.amazonaws.com/Production/media/2011/GF-lgoo23.png"
